assemblyID	tracker_sample_name	correctSpecies	CorrectEcotype	lifeHistory	technology	source	complete	duplicated	fraged	missing	clade	subfamily	tribe	subtribe	wrongSample	lowTABASCO	CHList	QCshortread	dupSample	rhizome_PAV	pacbio	compdup
AN21TS66	AN21TSTL0066	Schizachyrium condensatum	Welker 235	perennial	Illumina	PanAnd	5172	177	237	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5349
AN21TS67	AN21TSTL0067	Schizachyrium glaziovii	Welker 416		Illumina	PanAnd	5163	191	232	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5354
AN21TS68	AN21TSTL0068	Schizachyrium gracilipes	Welker 600-A	perennial	Illumina	PanAnd	5176	187	222	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5363
AN21TS69	AN21TSTL0069	Schizachyrium hatschbachii	Welker 423	perennial	Illumina	PanAnd	5148	195	241	8	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5343
AN21TS71	AN21TSTL0071	Schizachyrium spicatum	Welker 580-A	perennial	Illumina	PanAnd	5184	175	226	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5359
AN21TSTL0007	AN21TSTL0007	Miscanthus floridulus	PI 668370	perennial	Illumina	PanAnd	1896	2068	1628	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3964
AN21TSTL0009	AN21TSTL0009	Saccharum baldwinii	AUB 118	perennial	Illumina	PanAnd	1845	2457	1290	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4302
AN21TSTL0013	AN21TSTL0013	Tripsacum jalapense	MIA 34722	perennial	Illumina	PanAnd	1918	2264	1410	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4182
AN21TSTL0020	AN21TSTL0020	Elionurus barbiculmis	PI 647882	perennial	Illumina	PanAnd	1849	2112	1622	9	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3961
AN21TSTL0042	AN21TSTL0042	Hyparrhenia newtonii	Pasquet 1219	perennial	Illumina	PanAnd	2442	1499	1648	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3941
AN21TSTL0045	AN21TSTL0045	Tripsacum australe	MIA 34497	perennial	Illumina	PanAnd	2950	1939	702	1	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4889
AN21TSTL0047	AN21TSTL0047	Tripsacum peruvianum	MIA 34502	perennial	Illumina	PanAnd	1683	2268	1641	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3951
AN21TSTL0048	AN21TSTL0048	Tripsacum lanceolatum	MIA 34718	perennial	Illumina	PanAnd	2383	2070	1139	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4453
AN21TSTL0056	AN21TSTL0056	Anatherum leucostachyum	Welker 374	perennial	Illumina	PanAnd	1571	2914	1106	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4485
AN21TSTL0070	AN21TSTL0070	Schizachyrium scabriflorum	Welker 585-A	perennial	Illumina	PanAnd	2143	1641	1804	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3784
AN21TSTL0072	AN21TSTL0072	Schizachyrium tenerum	Welker 427	perennial	Illumina	PanAnd	2929	1350	1310	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4279
AN21TSTL0180	AN21TSTL0180	Chrysopogon plumulosus	Pasquet 1279	perennial	Illumina	PanAnd	4326	504	757	5	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4830
AN21TSTL0181	AN21TSTL0181	Polytrias indica	Traiperm et al 570	perennial	Illumina	PanAnd	4475	340	774	3	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4815
AN21TSTL0182	AN21TSTL0182	Rottboellia helferi	Traiperm 574		Illumina	PanAnd	4708	98	781	5	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4806
AN21TSTL0184	AN21TSTL0184	Anatherum glomeratum	KEW 210731	perennial	Illumina	PanAnd	5284	136	168	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5420
AN21TSTL0185	AN21TSTL0185	Andropogon gayanus	KEW 60051	perennial	Illumina	PanAnd	3855	620	1115	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4475
AN21TSTL0186	AN21TSTL0186	Anatherum arctatum	AUB 130	perennial	Illumina	PanAnd	1129	3522	939	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4651
AN21TSTL0187	AN21TSTL0187	Schizachyrium delavayi		perennial	Illumina	PanAnd	4944	336	311	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5280
AN21TSTL0188	AN21TSTL0188	Arthraxon hispidus	IC 5	annual	Illumina	PanAnd	660	4265	662	5	PACMAD	Panicoideae	Andropogoneae	Arthraxoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4925
AN21TSTL0189	AN21TSTL0189	Bothriochloa exaristata	PI 203721	perennial	Illumina	PanAnd	1611	3180	799	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4791
AN21TSTL0190	AN21TSTL0190	Bothriochloa alta	PI 204128	perennial	Illumina	PanAnd	1646	2835	1110	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4481
AN21TSTL0191	AN21TSTL0191	Cymbopogon pospischilii	PI 276030	perennial	Illumina	PanAnd	1625	3084	880	3	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4709
AN21TSTL0192	AN21TSTL0192	Cymbopogon giganteus	KEW 222574	perennial	Illumina	PanAnd	4851	213	515	13	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5064
AN21TSTL0193	AN21TSTL0193	Bothriochloa barbinodis	PI 204138	perennial	Illumina	PanAnd	1407	3022	1162	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4429
AN21TSTL0194	AN21TSTL0194	Cymbopogon ambiguus	10-04531-06821	perennial	Illumina	PanAnd	4126	526	929	11	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4652
AN21TSTL0195	AN21TSTL0195	Cymbopogon martini	20-04530-10860		Illumina	PanAnd	4187	492	902	11	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4679
AN21TSTL0196	AN21TSTL0196	Dichanthium sericeum	PI 213880	perennial	Illumina	PanAnd	5359	127	103	3	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5486
AN21TSTL0197	AN21TSTL0197	Elionurus ciliaris	KEW 241557	perennial	Illumina	PanAnd	4508	536	540	8	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5044
AN21TSTL0198	AN21TSTL0198	Eulalia aurea	PI 249139	perennial	Illumina	PanAnd	4576	339	676	1	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4915
AN21TSTL0199	AN21TSTL0199	Hyparrhenia hirta	PI 315595	perennial	Illumina	PanAnd	3816	810	963	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4626
AN21TSTL0200	AN21TSTL0200	Microstegium vimineum	IC 6	annual	Illumina	PanAnd	1665	2673	1250	4	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4338
AN21TSTL0201	AN21TSTL0201	Saccharum alopecuroides	IC 2	perennial	Illumina	PanAnd	1363	3232	996	1	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4595
AN21TSTL0202	AN21TSTL0202	Saccharum contortum	IC 4		Illumina	PanAnd	1887	2242	1463	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4129
AN21TSTL0204	AN21TSTL0204	Saccharum sinense	MIA 34057	perennial	Illumina	PanAnd	3787	659	1146	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4446
AN21TSTL0207	AN21TSTL0207	Sorghastrum stipoides	Zardini and Velazquez 25569	perennial	Illumina	PanAnd	5138	124	324	6	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5262
AN21TSTL0208	AN21TSTL0208	Spodiopogon tainanensis	RJ Soreng 5664	perennial	Illumina	PanAnd	5051	243	297	1	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5294
AN21TSTL0209	AN21TSTL0209	Spodiopogon sibiricus	Yujiro Horii 35787	perennial	Illumina	PanAnd	5116	144	331	1	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5260
AN21TSTL0210	AN21TSTL0210	Miscanthus sinensis	Takahashi; Tsugaru; Sawada 30253	perennial	Illumina	PanAnd	2214	2125	1253	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4339
AN21TSTL0212	AN21TSTL0212	Saccharum fallax	Huq; Mia 10270	perennial	Illumina	PanAnd	2916	1469	1207	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4385
AN21TSTL0213	AN21TSTL0213	Rottboellia aurita	Welker 615-C	perennial	Illumina	PanAnd	5405	93	91	3	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5498
AN21TSTL0214	AN21TSTL0214	Imperata brasiliensis	Welker 599	perennial	Illumina	PanAnd	5408	97	85	2	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5505
AN21TSTL0216	AN21TSTL0216	Bothriochloa springfieldii	PI 216163	perennial	Illumina	PanAnd	1557	3040	994	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4597
AN21TSTL0217	AN21TSTL0217	Bothriochloa saccharoides	PI 202212	perennial	Illumina	PanAnd	1503	2982	1105	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4485
AN21TSTL0219	AN21TSTL0219	Anatherum longiberbe	AUB 133	perennial	Illumina	PanAnd	5282	137	170	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5419
AN21TSTL0223	AN21TSTL0223	Capillipedium spicigerum	PI 301773	perennial	Illumina	PanAnd	1220	3840	531	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5060
AN21TSTL0225	AN21TSTL0225	Eriochrysis cayennensis	AUB & Bookout 109	perennial	Illumina	PanAnd	5311	83	189	9	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5394
AN21TSTL0226	AN21TSTL0226	Chrysopogon pauciflorus	AUB 114	annual	Illumina	PanAnd	1265	3361	966	0	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4626
AN21TSTL0227	AN21TSTL0227	Chrysopogon orientalis	Traiperm et al 578	perennial	Illumina	PanAnd	1485	2848	1257	2	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4333
AN21TSTL0228	AN21TSTL0228	Phacelurus gabonensis	Pasquet 1224	perennial	Illumina	PanAnd	2604	1567	1419	2	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4171
AN21TSTL0229	AN21TSTL0229	Phacelurus schliebenii	Pasquet 1254	perennial	Illumina	PanAnd	4761	97	728	6	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4858
AN21TSTL0230	AN21TSTL0230	Heteropholis sulcata	Pasquet 1179	perennial	Illumina	PanAnd	4920	155	513	4	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5075
AN21TSTL0231	AN21TSTL0231	Dichanthium sericeum	Traiperm et al 571	perennial	Illumina	PanAnd	1641	2836	1114	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4477
AN21TSTL0232	AN21TSTL0232	Arthraxon microphyllus	Traiperm 537	annual	Illumina	PanAnd	5234	97	239	22	PACMAD	Panicoideae	Andropogoneae	Arthraxoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5331
AN21TSTL0234	AN21TSTL0234	Hackelochloa porifera	Traiperm et al 009	annual	Illumina	PanAnd	1736	3128	724	4	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4864
AN21TSTL0235	AN21TSTL0235	Dichanthium fecundum	D.L. Lewis 1529	perennial	Illumina	PanAnd	4801	366	424	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5167
AN21TSTL0236	AN21TSTL0236	Cymbopogon goeringii	K. Yao 8366	perennial	Illumina	PanAnd	5150	168	269	5	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5318
AN21TSTL0237	AN21TSTL0237	Cymbopogon khasianus	JRI Wood 5933	perennial	Illumina	PanAnd	5197	166	225	4	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5363
AN21TSTL0238	AN21TSTL0238	Cymbopogon dependens	D.L. Lewis 1049	perennial	Illumina	PanAnd	5328	98	161	5	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5426
AN21TSTL0242	AN21TSTL0242	Anatherum arenarium	GA Norrmann 139	perennial	Illumina	PanAnd	1840	2413	1338	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4253
AN21TSTL0245	AN21TSTL0245	Chrysopogon filipes	I.D. Cowie & C.P. Mangion 9120	perennial	Illumina	PanAnd	1718	3308	562	4	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5026
AN21TSTL0246	AN21TSTL0246	Anatherum gyrans	KEW 516798	perennial	Illumina	PanAnd	5256	160	173	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5416
AN21TSTL0247	AN21TSTL0247	Andropogon hallii	PI 674828	perennial	Illumina	PanAnd	1637	1914	2039	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3551
AN21TSTL0248	AN21TSTL0248	Anatherum bicorne		perennial	Illumina	PanAnd	1564	3104	923	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4668
AN21TSTL0251	AN21TSTL0251	Tripidium arundinaceum	PI 423243	perennial	Illumina	PanAnd	4763	382	447	0	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5145
AN21TSTL0252	AN21TSTL0252	Tripsacum andersonii	MIA 34444	perennial	Illumina	PanAnd	1632	2311	1649	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3943
AN21TSTL0253	AN21TSTL0253	Chrysopogon fulvibarbis	KEW 413118	perennial	Illumina	PanAnd	1052	3980	558	2	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5032
AN21TSTL0256	AN21TSTL0256	Sorghum stipoideum	ID Cowie 12383	annual	Illumina	PanAnd	4413	237	936	6	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4650
AN21TSTL0257	AN21TSTL0257	Sorghum laxiflorum	ID Cowie 11967	annual	Illumina	PanAnd	2105	2822	664	1	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4927
AN21TSTL0258	AN21TSTL0258	Themeda caudata	Laegaard 21645B	perennial	Illumina	PanAnd	4387	429	774	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4816
AN21TSTL0259	AN21TSTL0259	Themeda hookeri	DE Boufford et al 31057	perennial	Illumina	PanAnd	5075	290	225	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5365
AN21TSTL0261	AN21TSTL0261	Microstegium japonicum	Tsugaru; Takahashi 24277	annual	Illumina	PanAnd	5167	66	355	4	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5233
AN21TSTL0266	AN21TSTL0266	Ischaemum decumbens	DJ Dixon 1819	annual	Illumina	PanAnd	5397	82	110	3	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5479
AN21TSTL0267	AN21TSTL0267	Ischaemum barbatum	Hu; But 22744	perennial	Illumina	PanAnd	3342	1070	1179	1	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4412
AN21TSTL0268	AN21TSTL0268	Hyparrhenia filipendula	Rwaburindore 5066	perennial	Illumina	PanAnd	4099	851	636	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4950
AN21TSTL0269	AN21TSTL0269	Hyparrhenia cymbaria	Kayombo; Soah; Kikoti; Wisa 9977	perennial	Illumina	PanAnd	4304	730	555	3	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5034
AN21TSTL0270	AN21TSTL0270	Saccharum giganteum	W6 57576	perennial	Illumina	PanAnd	1285	3429	878	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4714
AN21TSTL0271	AN21TSTL0271	Bothriochloa macra	PI 301274	perennial	Illumina	PanAnd	1697	3217	677	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4914
AN21TSTL0272	AN21TSTL0272	Cymbopogon distans	PI 653752	perennial	Illumina	PanAnd	2005	2251	1334	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4256
AN21TSTL0273	AN21TSTL0273	Cymbopogon iwarancusa	PI 211159		Illumina	PanAnd	4248	105	1238	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4353
AN21TSTL0274	AN21TSTL0274	Cymbopogon schoenanthus	PI 215643	perennial	Illumina	PanAnd	4973	245	372	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5218
AN21TSTL0275	AN21TSTL0275	Sorghastrum pellitum	PI 310307	perennial	Illumina	PanAnd	5001	254	333	4	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5255
AN21TSTL0276	AN21TSTL0276	Bothriochloa bladhii	PI 208915	perennial	Illumina	PanAnd	1430	3490	671	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4920
AN21TSTL0277	AN21TSTL0277	Bothriochloa edwardsiana	PI 321436	perennial	Illumina	PanAnd	1702	1957	1932	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3659
AN21TSTL0278	AN21TSTL0278	Bothriochloa ewartiana	PI 300723	perennial	Illumina	PanAnd	1688	3147	756	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4835
AN21TSTL0280	AN21TSTL0280	Bothriochloa hybrida	PI 321437	perennial	Illumina	PanAnd	1750	2553	1288	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4303
AN21TSTL0281	AN21TSTL0281	Bothriochloa ischaemum	PI 172373	perennial	Illumina	PanAnd	3692	1173	726	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4865
AN21TSTL0282	AN21TSTL0282	Pseudodichanthium serrafalcoides	PI 302063	annual	Illumina	PanAnd	5375	114	100	3	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5489
AN22TNTL009	AN22TNTL009	Saccharum officinarum	Grayum, Herrera, Schatz 4034	perennial	Illumina	PanAnd	3778	61	1749	4	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3839
AN22TNTL010	AN22TNTL010	Phacelurus huillensis	Malcomber, Sitoni, Hemingway SM3100http://legacy.tropicos.org/Specimen/100382636	perennial	Illumina	PanAnd	5068	101	422	1	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5169
AN22TNTL021	AN22TNTL021	Tripsacum manisuroides	Breedlove 28030	perennial	Illumina	PanAnd	2500	543	2547	2	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3043
AN22TNTL026	AN22TNTL026	Andropogon crucianus	RM Harley 15771	perennial	Illumina	PanAnd	1624	2512	1455	1	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4136
AN22TNTL028	AN22TNTL028	Arthraxon cuspidatus	Mcheish 1369	annual	Illumina	PanAnd	739	4143	703	7	PACMAD	Panicoideae	Andropogoneae	Arthraxoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4882
AN22TNTL030	AN22TNTL030	Anadelphia polychaeta	Haba 1195	annual	Illumina	PanAnd	5336	119	127	10	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5455
AN22TNTL037	AN22TNTL037	Cymbopogon osmastonii	D. Schaof 95	perennial	Illumina	PanAnd	4516	348	716	12	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4864
AN22TNTL056	AN22TNTL056	Eulalia annua	MO Rankin 1262	annual	Illumina	PanAnd	5298	108	184	2	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5406
AN22TNTL073	AN22TNTL073	Ischaemum bolei	Almeida 1535A	annual	Illumina	PanAnd	2738	1644	1209	1	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4382
AN22TNTL080	AN22TNTL080	Polytoca massiei	Laegaard & Norsangsri 21717		Illumina	PanAnd	5236	72	278	6	PACMAD	Panicoideae	Andropogoneae	Chionachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5308
AN22TNTL081	AN22TNTL081	Rottboellia cancellata	Sorensen, Larsen, Hansen 2349		Illumina	PanAnd	5293	100	196	3	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5393
AN22TNTL085	AN22TNTL085	Rottboellia balansae	DC Zappi 3249		Illumina	PanAnd	4580	143	869	0	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4723
AN22TNTL086	AN22TNTL086	Rhytachne gracilis	IG Adam 12524	annual	Illumina	PanAnd	3462	357	1758	15	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3819
AN22TNTL087	AN22TNTL087	Rhytachne perfecta	Jennings 2	perennial	Illumina	PanAnd	4645	331	607	9	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4976
AN22TNTL088	AN22TNTL088	Sorghum virgatum	Hepper 3033	annual	Illumina	PanAnd	5459	14	118	1	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5473
AN22TNTL090	AN22TNTL090	Saccharum filifolium	Rechinger 35755	perennial	Illumina	PanAnd	5230	137	225	0	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5367
